Gender,Branch,CGPA,Backlogs,SSC_Marks,HSC_Marks,Internships,Projects,Workshops/Certifications,TechnicalSkillScore,CodingPlatformScore,GitHubScore,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,InterviewRoundsCleared,CompanyTier,PlacementStatus,HasPortfolio,WillingToRelocate,PreferredRoleCategory,ExpectedCTC
1,5,8.3,0,75,71,2,3,0,67.8,56.9,6.9,90.0,4.6,1,1,0,0,0,1,2,3,8.2
1,1,8.0,0,84,70,0,3,0,55.3,48.6,5.6,88.0,4.6,1,1,3,2,1,0,2,2,5.0
0,0,7.4,0,57,61,1,2,1,37.7,42.6,4.2,68.0,3.4,0,1,0,0,0,0,1,2,5.3
1,0,8.6,0,81,88,1,3,0,73.5,69.5,9.0,87.0,4.7,1,1,3,2,1,1,1,0,10.6
1,4,8.6,0,79,84,2,3,2,72.1,58.9,6.9,90.0,4.5,1,1,3,1,1,1,0,4,7.7
0,2,7.7,0,75,77,1,2,0,46.9,43.2,3.8,81.0,3.9,1,1,0,0,0,0,2,8,6.7
0,4,8.3,0,77,63,1,3,3,63.0,45.0,4.8,88.0,4.0,0,1,2,2,1,0,1,4,7.2
1,6,8.3,0,81,81,2,2,2,70.0,70.0,5.3,89.6,4.6,1,1,2,2,1,1,1,2,7.9
1,10,7.8,0,72,79,2,1,0,42.9,49.2,4.7,77.6,4.6,1,1,4,0,1,0,0,8,6.1
1,4,8.3,0,83,70,0,3,0,53.4,60.7,7.6,87.0,4.5,1,1,1,3,1,1,0,3,7.6
1,7,8.1,0,70,71,1,2,1,49.1,37.9,2.0,79.9,3.5,0,1,0,0,0,1,2,4,7.1
1,4,7.7,0,82,81,1,1,1,40.1,37.6,4.1,73.0,4.4,1,1,0,0,0,0,1,6,7.5
1,2,7.5,0,55,61,1,1,1,29.9,36.6,4.2,65.0,3.7,1,1,0,0,0,0,1,5,5.3
1,2,7.6,0,80,65,1,1,1,27.7,18.3,1.3,62.0,4.2,0,0,0,0,0,0,0,6,4.8
1,3,8.4,0,57,71,0,1,0,49.0,45.5,3.4,85.0,3.7,1,1,3,1,1,0,1,4,5.5
0,2,8.3,0,74,77,2,3,3,68.4,60.0,8.4,89.0,4.8,1,0,0,0,0,1,2,1,9.4
1,0,8.0,0,90,84,0,3,3,48.6,49.7,7.9,84.0,4.8,1,1,2,2,1,0,2,7,6.4
0,10,7.3,1,62,72,1,3,0,31.0,42.1,3.2,77.4,4.6,0,0,0,1,0,0,1,1,4.9
0,2,7.7,0,55,66,1,2,1,53.7,47.7,4.2,61.0,4.0,0,0,0,0,0,0,0,6,8.4
1,5,6.5,0,62,87,1,2,1,20.0,18.5,4.2,65.0,4.6,0,1,0,0,0,0,0,8,2.0
0,4,8.9,0,69,85,2,3,2,79.4,53.4,8.1,90.0,4.8,1,1,3,1,1,1,1,2,9.7
1,9,8.2,0,56,65,1,0,0,47.2,33.1,1.5,75.3,4.8,0,0,0,0,0,0,1,8,7.2
1,0,8.5,0,73,70,2,3,1,75.4,48.4,7.3,68.0,4.0,1,1,0,0,0,1,2,5,9.3
1,0,7.8,0,85,87,0,2,2,43.2,36.1,6.8,85.0,4.7,1,1,3,2,1,1,0,0,4.5
1,4,8.9,0,71,84,2,3,0,82.4,51.0,7.1,90.0,4.8,1,1,4,1,1,1,1,0,10.3
0,5,7.4,0,79,70,1,2,1,39.0,35.4,6.1,76.0,4.4,1,1,0,0,0,0,1,6,4.3
0,3,7.5,0,57,78,1,1,0,37.7,19.3,3.0,71.0,4.3,0,0,3,2,1,0,1,2,3.7
1,6,8.7,0,55,84,2,3,2,81.1,75.5,8.0,89.1,4.8,1,1,4,1,1,0,1,5,10.2
1,6,8.4,1,77,83,2,3,2,74.3,62.0,7.5,90.0,4.7,1,1,4,2,1,1,1,1,7.5
0,0,8.1,0,78,83,2,1,3,58.6,41.6,2.3,86.0,4.7,1,0,3,2,1,1,1,0,6.1
0,5,8.5,0,80,82,1,1,2,56.2,42.9,3.2,72.0,4.0,1,1,3,2,1,1,1,9,6.0
0,4,8.3,0,79,84,1,3,1,62.6,62.0,6.1,89.0,4.8,1,1,3,2,1,1,1,4,8.0
0,4,6.5,0,80,88,1,3,2,34.7,38.6,5.8,71.0,4.2,0,0,0,0,0,1,1,6,5.2
0,0,7.4,0,75,66,1,1,0,21.0,20.2,4.9,62.0,4.1,0,0,0,0,0,0,0,3,2.9
0,2,6.6,0,88,83,1,3,2,32.5,41.9,7.5,87.0,4.8,1,1,1,3,1,1,1,0,4.1
0,2,8.0,0,82,81,2,3,2,67.8,61.9,7.1,90.0,4.8,1,1,3,2,1,1,2,7,6.5
0,11,7.6,0,55,60,0,1,1,26.6,26.6,1.5,72.2,3.7,0,0,0,0,0,0,1,6,6.4
0,4,8.5,0,65,73,1,2,0,50.4,36.7,3.6,75.0,4.5,0,1,0,0,0,0,0,6,6.4
1,9,7.6,0,72,86,0,2,0,39.9,33.5,4.5,83.1,4.4,1,1,2,3,1,0,2,0,5.2
0,9,7.7,0,58,73,1,3,0,47.1,31.0,4.8,72.3,4.2,1,1,0,0,0,1,0,8,5.9
0,2,7.6,0,70,80,1,2,2,39.1,44.2,6.0,86.0,4.3,1,1,0,0,0,1,2,5,6.2
1,2,6.5,1,59,64,1,1,0,20.0,17.4,2.7,68.0,4.5,0,0,0,0,0,1,0,8,2.0
0,7,7.6,0,67,67,0,0,1,41.0,34.7,1.8,71.4,4.3,0,1,0,0,0,1,2,1,4.4
1,4,8.6,0,72,83,1,3,2,67.8,59.1,6.3,90.0,4.5,1,1,4,1,1,1,0,1,9.0
0,5,6.7,0,81,64,1,1,1,20.0,20.5,2.4,67.0,4.7,0,1,3,2,1,1,1,0,2.1
1,10,8.6,0,77,84,1,3,2,83.8,67.3,5.7,89.5,4.7,1,1,1,2,1,1,2,8,9.5
1,2,7.3,1,69,72,1,1,1,32.3,28.6,2.6,71.0,4.4,0,1,0,0,0,0,1,5,4.3
1,3,6.9,0,55,73,1,1,1,21.8,22.6,3.1,84.0,4.7,1,0,0,0,0,0,0,0,3.3
1,2,7.6,0,71,82,1,2,0,43.2,33.7,3.6,89.0,4.5,1,1,0,0,0,0,0,7,7.2
0,3,7.4,0,70,67,2,3,2,42.3,54.4,6.9,80.0,4.8,1,1,0,0,0,1,0,8,6.2
1,11,6.5,1,59,67,0,2,0,26.5,21.6,3.4,79.5,4.4,0,1,0,0,0,0,0,9,3.5
1,0,8.0,0,73,85,1,3,1,52.9,51.2,9.0,82.0,4.4,1,1,0,0,0,0,1,2,8.0
1,2,7.6,0,65,65,1,1,1,38.5,22.6,1.4,81.0,4.0,0,1,0,0,0,0,1,0,5.4
1,3,7.5,0,72,63,1,2,1,36.8,34.6,5.5,71.0,4.0,1,1,0,0,0,0,2,8,5.0
1,0,8.5,0,81,80,2,3,2,77.7,62.4,5.8,90.0,4.8,1,1,3,2,1,0,2,4,9.7
1,9,6.5,0,55,62,0,1,0,20.0,4.5,0.7,68.5,3.9,0,0,1,0,0,0,2,8,2.7
1,3,7.9,2,74,70,1,1,1,40.7,19.7,3.4,75.0,4.4,1,1,0,0,0,0,1,8,3.8
0,3,8.6,0,80,80,1,3,2,69.8,68.6,7.2,90.0,4.8,1,1,4,1,1,1,1,2,9.3
0,0,6.5,1,58,68,2,1,1,20.0,27.0,2.8,86.0,3.7,1,1,0,0,0,1,1,1,2.2
1,2,8.6,0,55,67,2,3,2,71.5,59.1,6.2,83.0,4.8,1,0,0,0,0,1,1,8,9.1
1,0,7.4,1,55,68,1,2,1,32.0,18.2,5.1,77.0,3.6,0,0,0,0,0,1,0,9,4.4
1,2,7.7,1,55,62,1,1,1,39.7,25.8,1.6,66.0,3.3,0,0,0,0,0,0,2,9,4.7
1,5,6.5,0,82,70,0,2,0,20.4,18.9,4.4,75.0,4.3,0,1,0,0,0,0,1,8,2.7
1,4,7.6,1,69,71,1,1,0,40.3,52.2,2.1,79.0,4.8,0,1,0,0,0,0,1,5,6.1
1,4,6.7,0,55,82,1,3,1,33.2,28.1,5.5,78.0,4.1,1,1,3,1,1,1,1,9,4.1
1,3,7.8,0,84,86,2,3,2,61.7,56.9,5.4,90.0,4.8,1,1,3,1,1,0,1,8,6.5
1,7,7.5,1,55,64,1,1,2,37.1,22.4,2.3,63.1,3.6,0,1,0,0,0,0,1,7,3.3
1,6,7.5,1,59,69,1,1,2,35.4,19.4,3.7,71.9,4.4,0,0,0,0,0,0,1,5,4.3
1,2,6.5,1,55,74,1,1,1,20.0,21.3,3.2,83.0,4.4,0,0,0,0,0,0,2,6,3.6
0,2,6.7,0,62,65,1,1,1,20.2,16.1,0.6,76.0,3.9,0,0,0,0,0,0,1,0,4.4
0,6,8.4,1,83,83,0,2,2,55.5,43.9,6.9,90.0,4.8,1,1,4,1,1,0,1,8,7.2
0,3,7.6,0,75,83,2,3,2,56.2,47.1,6.8,90.0,4.5,1,1,3,2,1,0,2,2,5.8
0,7,8.2,0,61,82,2,3,1,73.3,57.4,6.3,77.0,4.2,1,1,3,2,1,1,2,0,7.2
0,3,8.0,0,77,88,2,3,2,62.1,47.7,7.2,90.0,4.5,1,1,2,2,1,1,2,8,7.4
0,6,8.6,0,56,72,0,2,0,59.7,48.0,3.8,67.1,4.4,0,1,0,0,0,1,1,0,7.9
0,2,7.7,0,55,67,1,1,0,33.4,27.9,2.6,70.0,4.8,0,1,0,0,0,0,1,7,5.5
1,7,7.7,0,67,82,2,1,1,42.4,34.8,1.9,84.2,4.6,1,1,0,0,0,0,1,4,5.6
0,0,7.7,0,72,79,2,3,3,60.6,51.0,6.5,84.0,4.2,1,1,0,0,0,1,2,3,7.1
0,2,7.5,0,76,71,1,2,0,32.1,29.4,4.0,80.0,4.3,0,0,0,0,0,0,2,1,4.6
1,6,7.3,0,56,72,2,3,1,40.8,35.5,3.3,81.2,4.3,1,1,2,2,1,0,1,0,5.4
1,4,7.6,0,74,79,1,1,1,35.2,24.2,4.2,83.0,4.5,1,1,0,0,0,0,1,0,4.8
1,2,7.0,0,69,67,2,1,0,20.7,16.0,2.5,75.0,3.8,1,1,2,3,1,0,1,6,2.0
1,8,6.9,1,80,67,0,1,0,20.0,26.5,2.6,60.0,4.6,0,0,0,0,0,0,0,9,3.7
0,11,7.4,1,57,72,0,0,0,32.4,27.1,1.8,61.3,3.6,0,0,0,0,0,1,0,8,4.8
1,2,7.4,0,71,65,0,1,1,22.1,25.5,1.9,81.0,3.5,1,1,0,0,0,0,0,0,4.1
1,8,6.5,0,69,67,0,1,0,20.0,19.7,2.7,65.8,4.4,0,0,0,0,0,1,1,9,3.0
1,10,7.2,0,79,81,1,3,1,43.5,53.5,6.5,83.5,4.8,1,1,1,2,1,0,1,7,4.5
1,1,7.6,0,56,67,1,2,1,45.8,50.3,4.1,73.0,4.3,1,1,0,0,0,0,1,8,6.4
1,8,6.6,2,55,69,1,1,1,20.0,23.5,3.9,87.4,4.7,0,1,1,0,0,1,1,8,3.6
0,0,8.2,0,88,80,2,3,2,64.2,55.9,6.3,90.0,4.8,1,1,1,3,1,1,0,5,7.2
0,6,7.4,0,81,63,0,2,1,33.7,26.4,2.2,78.5,3.8,0,0,0,0,0,0,1,9,4.6
1,0,7.6,0,55,60,1,2,0,59.1,57.8,6.4,70.0,3.9,0,1,0,0,0,1,0,0,6.6
1,7,8.5,1,84,84,0,3,2,67.3,52.4,6.6,83.8,4.8,1,1,0,0,0,0,0,1,8.2
1,4,7.5,0,55,67,0,1,0,28.0,15.4,2.2,60.0,3.8,0,0,0,0,0,1,2,4,4.4
1,3,8.4,1,82,88,2,3,2,73.0,67.6,7.8,73.0,4.8,1,1,0,0,0,0,0,5,9.7
1,4,7.3,0,67,64,1,3,0,43.7,45.8,5.5,80.0,4.2,0,0,0,0,0,0,1,1,5.8
1,2,8.4,0,74,81,1,3,1,75.9,70.3,6.4,80.0,4.6,1,1,3,2,1,1,1,6,8.6
1,0,7.3,0,68,85,1,2,0,32.7,27.1,3.3,81.0,3.7,1,1,0,0,0,1,1,4,4.7
1,2,8.4,0,80,75,1,3,0,65.0,54.0,6.5,84.0,4.1,1,1,0,0,0,0,1,8,7.8
1,2,6.5,0,81,63,0,1,0,20.0,7.9,3.0,67.0,4.3,1,0,2,2,1,0,2,1,2.0
1,3,6.5,0,79,64,0,3,0,31.3,31.6,6.7,80.0,4.5,0,1,0,0,0,0,1,7,3.8
0,6,8.4,0,70,74,0,0,2,56.2,48.7,4.4,85.8,4.3,1,1,0,0,0,1,1,2,8.3
0,5,8.4,0,68,71,1,1,0,48.5,46.8,2.2,84.0,4.5,0,1,0,0,0,0,2,9,7.0
1,7,8.4,0,85,86,2,3,3,66.4,51.0,6.2,87.1,4.7,1,0,0,1,0,0,0,0,8.5
0,3,6.7,0,78,68,1,1,0,20.0,23.1,2.4,66.0,4.4,0,0,0,0,0,0,1,6,3.1
1,5,6.9,0,74,71,0,1,0,20.0,23.1,1.0,81.0,4.0,0,1,0,0,0,0,0,1,3.0
1,8,6.6,1,59,76,0,1,1,20.0,26.1,2.2,84.8,4.2,0,1,3,1,1,0,0,8,2.4
0,9,7.9,1,75,88,2,3,0,49.4,40.0,5.7,79.7,4.3,1,1,0,0,0,1,2,8,6.2
1,5,8.3,1,73,85,1,3,2,66.4,41.5,7.5,87.0,4.8,1,1,3,2,1,1,2,8,6.9
1,2,7.8,0,55,68,0,2,0,47.4,43.3,5.3,70.0,4.3,0,0,0,0,0,1,0,6,6.3
0,0,7.3,0,57,75,1,1,1,37.4,38.2,2.6,77.0,4.7,1,1,0,0,0,0,1,7,5.4
1,0,8.2,0,86,63,1,2,1,55.1,56.3,4.0,86.0,4.3,1,1,2,2,1,0,1,0,6.5
1,0,6.9,0,80,78,1,3,0,32.9,42.2,5.3,90.0,3.8,1,1,3,2,1,0,2,4,4.0
1,0,8.4,0,76,88,2,3,2,79.6,72.7,6.3,90.0,4.8,1,1,2,2,1,1,1,1,9.4
0,4,7.0,0,55,83,2,2,1,38.4,41.1,5.5,74.0,4.3,0,1,0,0,0,0,2,6,3.9
1,1,7.7,0,55,65,2,2,0,63.5,50.4,3.8,80.0,4.0,0,0,0,0,0,0,0,8,6.5
0,3,8.4,0,90,83,0,3,0,73.6,40.2,6.3,86.0,4.6,1,1,4,1,1,0,1,6,8.3
1,10,7.8,0,84,86,0,3,0,51.0,44.5,6.5,90.0,4.8,1,1,2,1,1,0,2,7,4.9
1,2,8.4,0,72,82,2,3,2,77.7,50.9,6.6,90.0,4.8,1,1,3,2,1,1,2,3,8.7
0,2,7.6,0,55,64,0,2,0,41.9,25.9,3.9,60.0,3.9,0,0,0,0,0,1,1,3,4.7
0,9,7.3,1,60,68,1,2,0,31.2,26.2,3.4,76.1,4.5,0,1,0,1,0,0,1,0,4.7
1,2,7.6,0,82,80,2,2,2,54.1,45.4,5.3,90.0,4.1,1,1,3,2,1,0,2,8,6.4
1,6,6.5,0,61,85,2,3,1,37.3,48.4,5.6,86.7,4.8,0,1,0,0,0,0,1,2,4.6
0,2,8.4,0,78,84,2,3,2,84.1,74.2,7.4,90.0,4.5,1,1,0,0,0,1,1,8,10.1
1,5,7.7,0,57,66,0,1,1,25.3,31.0,2.4,65.0,4.0,0,0,0,0,0,0,1,8,4.3
1,7,7.8,0,60,62,1,2,2,46.4,31.4,1.5,78.5,3.8,0,0,0,1,0,0,2,5,5.8
1,1,8.3,0,90,84,1,2,2,56.6,45.1,4.5,90.0,4.8,1,1,2,2,1,0,1,8,5.1
1,6,7.5,1,74,85,1,3,3,65.0,47.2,6.6,90.0,4.8,1,1,0,3,1,1,0,2,7.1
1,4,6.5,1,63,68,1,1,0,20.0,13.7,3.1,75.0,3.6,0,0,0,0,0,0,1,2,2.4
1,5,6.5,0,66,69,1,1,0,20.0,25.3,2.5,61.0,4.1,0,0,0,0,0,0,2,8,2.8
0,2,7.6,0,75,70,1,3,2,56.6,39.3,7.1,72.0,4.8,1,1,0,0,0,0,1,8,7.0
1,4,8.1,0,81,86,0,1,2,34.9,41.8,3.5,80.0,4.3,1,1,0,0,0,0,1,5,5.3
1,4,7.4,1,62,69,1,2,1,31.4,10.7,4.4,61.0,4.4,1,1,2,3,1,0,1,0,3.3
0,4,8.1,0,55,66,2,3,2,65.1,50.1,5.2,82.0,4.3,0,1,0,0,0,1,1,0,6.7
0,8,7.6,0,59,69,1,3,1,31.6,33.7,5.1,69.3,4.4,0,1,0,0,0,1,2,1,5.2
1,0,7.6,1,87,84,1,2,2,35.0,24.4,4.2,72.0,4.5,1,0,4,1,1,0,1,3,3.5
1,0,6.6,0,55,72,1,2,0,23.4,19.1,3.8,77.0,4.1,0,1,0,0,0,1,2,6,3.6
1,0,6.7,0,55,61,0,1,1,20.0,25.5,2.7,66.0,3.9,0,1,0,0,0,0,1,5,3.3
0,4,7.5,0,58,75,1,2,0,49.6,39.0,4.5,74.0,4.6,0,1,0,0,0,0,0,0,5.8
1,2,6.5,0,55,70,1,1,1,20.0,16.1,1.6,77.0,3.9,0,1,0,0,0,1,1,4,2.3
1,2,8.5,0,75,67,1,2,1,53.0,44.7,4.6,80.0,4.0,1,1,0,0,0,0,0,0,7.5
1,7,8.4,1,77,82,1,3,1,76.3,66.2,8.4,89.5,4.7,1,1,1,3,1,1,2,1,8.1
1,3,8.1,0,78,66,1,3,2,61.9,56.5,5.8,82.0,4.7,1,1,4,1,1,0,2,8,7.7
0,6,7.6,1,57,64,1,2,0,45.5,39.3,3.1,83.1,4.7,1,1,3,2,1,0,0,2,5.3
1,3,7.3,1,62,70,1,1,0,32.1,30.5,2.5,76.0,4.4,0,1,0,0,0,0,1,9,5.7
1,2,7.0,1,64,72,1,3,2,34.3,30.6,7.0,87.0,3.9,1,1,0,0,0,1,2,6,5.9
1,0,7.2,0,55,69,1,1,0,28.6,34.1,2.1,61.0,3.5,0,0,0,0,0,1,1,5,4.6
1,0,7.1,0,75,82,2,1,1,23.9,24.7,2.3,77.0,4.4,0,1,4,1,1,0,2,1,4.1
1,0,8.6,0,55,68,1,2,1,61.3,51.9,5.2,70.0,4.1,0,1,0,0,0,0,0,6,8.0
1,9,8.2,0,59,69,2,2,3,46.7,38.9,2.2,72.0,4.1,1,0,0,0,0,0,0,9,7.8
1,4,7.4,1,74,83,1,3,2,35.7,43.6,7.8,76.0,3.7,1,1,0,0,0,1,1,1,5.8
0,2,6.5,0,67,72,2,1,0,20.0,20.6,0.3,60.0,4.5,0,0,0,0,0,1,0,7,2.0
1,6,6.5,0,86,71,1,3,2,34.7,29.7,5.7,69.8,4.0,1,1,0,0,0,0,2,5,3.1
1,4,8.0,0,72,70,1,1,0,55.4,43.7,1.3,81.0,4.2,1,1,0,0,0,0,1,7,5.9
1,0,8.0,0,77,69,1,2,1,52.0,33.6,7.2,80.0,4.2,1,0,0,0,0,0,1,4,6.8
1,3,6.5,0,57,68,0,1,1,20.0,23.3,2.7,70.0,3.6,0,0,0,0,0,0,1,8,2.1
1,3,8.4,0,73,81,2,3,2,67.3,42.8,7.6,89.0,4.8,1,1,0,0,0,1,1,6,7.6
1,3,7.6,0,55,59,1,1,0,34.4,31.7,3.0,74.0,4.1,0,0,0,0,0,1,2,5,5.5
0,0,8.7,0,76,88,1,3,2,74.3,50.7,6.7,79.0,4.6,1,1,0,0,0,1,1,0,7.9
0,11,8.2,1,70,84,1,3,0,63.5,45.2,5.5,89.7,4.4,0,1,1,0,0,1,2,1,7.0
1,0,8.0,0,55,66,1,1,0,49.5,36.8,2.3,79.0,3.8,0,0,0,0,0,0,1,7,8.0
1,5,8.3,0,77,87,1,3,2,69.9,56.6,6.0,83.0,4.7,1,0,3,2,1,0,1,8,8.0
0,6,7.3,1,55,84,1,1,1,46.1,32.4,4.3,63.5,4.5,0,1,0,1,0,1,1,5,5.5
1,3,8.0,1,76,84,1,1,2,47.0,33.3,1.9,84.0,4.6,1,0,3,2,1,0,1,8,5.0
1,6,8.1,0,69,88,2,3,1,65.4,46.1,5.7,86.6,4.7,1,1,2,2,1,1,1,2,7.3
1,0,8.9,0,68,85,1,3,2,77.6,65.5,8.0,90.0,4.8,1,1,3,1,1,1,1,0,8.8
1,7,8.3,0,63,69,0,2,1,40.5,34.3,2.0,83.3,4.3,1,0,0,0,0,0,1,0,7.0
1,0,6.7,1,69,69,0,1,0,20.0,20.9,1.8,63.0,3.4,0,0,0,0,0,0,0,0,3.4
0,6,7.7,1,70,87,1,2,0,54.6,45.2,6.3,90.0,4.7,1,1,3,1,1,0,2,1,6.0
1,5,6.5,1,60,67,1,1,0,20.0,15.4,3.9,67.0,4.0,0,0,0,0,0,1,2,2,2.3
1,5,7.2,0,83,67,0,1,1,23.2,16.2,3.0,79.0,4.1,0,1,2,2,1,0,1,9,3.1
1,4,8.4,1,72,65,1,2,1,62.5,45.9,6.5,81.0,3.8,1,1,3,2,1,1,2,0,6.8
1,2,7.7,0,75,86,0,3,2,48.5,41.8,6.9,84.0,4.8,1,1,4,1,1,0,2,8,5.5
1,3,6.7,0,57,67,2,2,2,28.2,27.7,6.2,78.0,4.5,1,1,0,0,0,0,2,7,3.0
1,6,7.1,1,82,82,1,2,1,25.9,16.1,4.0,77.2,4.2,1,1,3,1,1,0,0,2,2.2
0,6,7.7,0,70,71,0,2,1,36.1,29.4,3.2,72.6,4.2,0,1,1,0,0,1,1,2,5.2
0,6,7.7,0,79,80,1,2,1,49.0,47.3,8.4,84.6,4.2,1,1,0,0,0,1,1,3,6.2
1,3,7.4,0,55,71,0,2,0,39.2,28.0,5.1,75.0,3.5,0,1,0,0,0,0,2,8,4.7
1,4,7.5,0,55,67,0,1,1,25.8,19.0,2.8,71.0,4.5,0,1,0,0,0,0,1,0,3.3
1,10,7.8,0,55,68,1,1,0,47.9,29.6,3.8,71.0,4.6,0,1,0,0,0,0,1,8,5.4
1,4,6.6,0,82,88,0,2,0,23.2,31.8,5.4,83.0,4.8,1,1,1,3,1,0,2,7,2.9
0,11,7.5,0,69,65,0,2,1,45.6,31.7,4.6,74.0,4.0,0,1,0,1,0,0,2,9,5.7
0,1,6.8,0,61,60,0,1,0,20.0,24.4,1.5,84.0,4.2,0,0,0,0,0,0,1,8,4.1
1,6,8.5,1,84,86,2,3,1,78.2,57.0,6.5,89.4,4.6,1,1,4,1,1,0,2,3,8.5
1,6,7.6,1,77,85,2,3,1,61.9,47.8,8.2,90.0,4.8,1,0,3,1,1,1,2,9,5.2
1,10,8.6,0,76,86,2,3,3,68.3,71.3,6.6,89.7,4.8,1,1,3,1,1,1,1,8,9.2
1,0,7.7,1,55,74,1,1,1,36.1,52.3,3.5,78.0,3.3,0,0,0,0,0,0,2,7,5.8
1,0,7.9,0,56,69,1,2,1,47.1,38.3,4.4,63.0,4.2,0,1,0,0,0,1,0,0,6.4
1,11,6.9,2,55,81,2,3,1,48.2,39.4,7.6,77.9,4.3,1,1,3,2,1,0,0,8,4.5
1,0,8.6,0,86,80,1,3,0,72.7,59.3,6.8,90.0,4.8,1,1,4,1,1,0,2,0,9.7
1,5,6.5,0,58,62,0,1,1,20.0,30.0,2.7,75.0,3.4,0,0,0,0,0,0,1,8,3.9
1,4,7.5,0,71,67,2,2,3,48.8,29.8,5.7,70.0,4.2,1,1,1,3,1,0,1,2,6.1
1,2,7.7,0,58,61,1,1,1,39.4,22.4,2.5,66.0,4.1,0,1,0,0,0,0,2,8,3.9
1,4,8.5,0,78,87,2,3,0,79.6,55.3,7.8,89.0,4.2,1,1,3,1,1,1,1,4,7.1
1,5,7.9,0,73,79,0,3,2,57.1,53.7,7.2,83.0,4.8,1,1,4,1,1,0,1,7,7.1
1,11,7.7,0,80,68,0,2,0,52.5,48.2,5.7,85.0,4.8,1,1,4,1,1,1,0,8,5.7
1,9,8.4,1,86,87,2,3,1,69.8,56.0,5.7,89.9,4.5,1,1,2,3,1,0,1,3,8.1
1,3,8.4,0,89,79,2,3,2,73.8,77.9,8.0,85.0,4.5,1,1,4,1,1,1,1,8,8.9
1,11,6.8,0,55,67,0,1,1,32.1,14.0,2.3,75.5,4.2,0,1,0,0,0,0,0,6,3.2
1,4,7.7,0,65,61,1,3,1,52.9,52.2,5.9,76.0,4.0,0,0,0,0,0,1,2,0,7.1
1,3,7.4,0,76,74,1,2,1,36.4,39.1,4.3,74.0,3.9,0,1,0,0,0,0,1,6,5.1
1,0,7.6,2,56,68,0,1,0,30.1,25.6,2.7,72.0,4.0,0,0,0,0,0,1,1,0,4.7
0,1,6.7,2,63,68,0,1,0,20.0,28.8,3.0,77.0,4.1,0,0,0,0,0,0,0,8,4.3
1,4,8.4,0,80,78,1,3,2,59.7,48.4,6.4,90.0,4.8,1,1,2,2,1,1,1,8,7.2
1,2,8.1,0,65,63,0,1,0,47.0,49.3,2.3,70.0,3.6,1,1,0,0,0,1,1,8,6.2
1,2,8.2,0,75,81,1,2,2,61.9,53.0,3.2,77.0,4.4,1,1,3,1,1,1,1,0,6.9
1,5,7.8,0,79,69,2,2,2,59.5,46.0,4.3,80.0,4.8,1,1,0,0,0,0,1,8,7.6
1,4,7.6,0,55,82,2,3,2,53.4,45.0,6.7,79.0,4.7,1,1,3,1,1,1,1,3,5.6
1,8,6.5,2,82,68,2,3,0,22.9,20.4,8.6,80.2,4.3,1,1,1,1,0,0,0,1,2.9
1,4,7.5,1,76,70,1,1,0,40.1,36.4,2.4,82.0,4.1,0,0,0,0,0,1,0,0,6.5
1,2,7.5,1,72,86,1,1,1,32.6,21.6,4.5,77.0,4.5,1,1,2,3,1,0,1,9,4.5
1,4,7.7,0,55,63,1,1,1,38.2,43.8,2.2,89.0,4.4,0,0,0,0,0,1,0,4,6.3
0,4,6.5,0,59,66,1,2,0,27.6,15.9,2.1,70.0,3.8,0,1,0,0,0,0,0,2,2.0
1,4,7.5,1,55,64,1,1,1,35.7,20.7,0.2,60.0,4.1,0,0,0,0,0,0,0,2,4.0
0,2,8.5,0,76,84,1,3,2,69.5,55.2,8.0,90.0,4.3,1,1,3,1,1,1,2,9,8.5
1,3,8.4,0,63,60,1,1,1,59.8,54.2,2.2,69.0,4.1,1,1,0,0,0,0,1,9,7.3
1,2,8.6,0,55,70,1,3,0,71.4,57.0,8.7,90.0,4.8,1,1,4,1,1,1,1,0,7.7
1,7,6.6,1,56,65,0,1,1,22.2,18.7,3.0,69.8,4.3,0,1,1,0,0,0,1,5,2.0
0,7,7.8,2,70,83,1,3,1,66.6,60.0,8.7,90.0,4.7,1,1,3,2,1,1,1,7,7.5
1,9,6.7,0,57,71,1,0,0,21.0,19.8,3.4,66.4,4.3,1,0,0,1,0,0,1,2,2.6
1,10,8.4,0,81,88,1,3,1,74.7,62.8,8.2,90.0,4.8,1,1,3,1,1,1,1,8,10.0
1,5,8.3,0,74,74,0,3,3,60.7,63.4,6.3,89.0,4.8,1,1,3,1,1,1,1,7,7.0
0,2,8.6,0,88,80,1,3,2,66.2,55.3,6.2,79.0,4.3,1,1,2,2,1,0,1,4,7.3
1,3,8.3,0,85,84,0,3,2,57.2,54.2,7.2,89.0,4.5,1,1,2,2,1,1,0,0,8.1
1,2,8.0,0,64,85,1,3,2,64.2,49.0,7.5,81.0,4.8,1,0,0,0,0,1,2,8,7.8
1,2,8.5,0,78,82,1,3,1,74.1,66.6,6.2,89.0,4.6,1,1,0,0,0,1,2,6,8.8
1,0,8.4,0,65,72,1,2,2,52.4,47.1,4.1,77.0,4.1,0,0,0,0,0,1,0,7,7.2
1,6,8.4,1,75,88,2,3,3,73.3,49.2,8.1,90.0,4.7,1,1,4,2,1,1,2,0,8.2
0,6,6.5,1,69,66,1,1,0,26.2,24.5,4.8,71.8,4.0,0,1,1,0,0,0,0,1,2.9
1,8,7.8,0,74,81,2,3,0,56.8,47.7,6.8,78.5,4.8,1,0,3,3,1,0,0,3,6.7
