StudentID,Gender,Branch,CGPA,Backlogs,SSC_Marks,HSC_Marks,Internships,Projects,Workshops/Certifications,TechnicalSkillScore,CodingPlatformScore,GitHubScore,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,InterviewRoundsCleared,CompanyTier,PlacementStatus
5086,Male,CSE,7.7,0,55,71,1,0,0,27.9,20.8,0.3,65,3.9,Yes,No,0,None,NotPlaced
5087,Female,EEE,7.9,1,79,62,0,1,1,44.0,35.2,3.2,74,3.9,Yes,Yes,0,None,NotPlaced
5088,Male,CSE,8.6,0,86,80,1,3,0,72.7,59.3,6.8,90,4.8,Yes,Yes,4,Tier1,Placed
5089,Male,ECE,7.8,0,55,64,1,3,1,52.6,62.3,6.2,77,3.6,No,Yes,0,None,NotPlaced
5090,Male,ECE,7.4,0,55,69,1,1,1,31.5,24.9,0.4,61,4.1,No,Yes,0,None,NotPlaced
5091,Male,IT,7.4,0,61,70,1,1,0,24.8,17.7,2.8,64,4.2,Yes,Yes,0,None,NotPlaced
5092,Male,ECE,8.4,0,84,80,1,3,2,65.5,52.7,4.7,90,4.3,Yes,Yes,2,Tier3,Placed
5093,Female,ECE,7.4,0,73,74,1,1,1,33.1,42.1,2.0,77,4.1,Yes,Yes,0,None,NotPlaced
5094,Male,IT,8.3,0,58,87,2,3,1,73.1,71.7,6.9,88,3.8,Yes,Yes,3,Tier2,Placed
5095,Male,EEE,6.5,0,58,68,0,1,0,20.0,35.4,3.2,64,3.9,No,Yes,0,None,NotPlaced
5096,Male,ECE,7.7,0,59,59,0,1,0,45.7,39.6,2.5,79,4.0,No,Yes,0,None,NotPlaced
5097,Female,IT,8.4,0,79,87,2,3,2,71.1,63.0,7.1,90,4.7,Yes,Yes,3,Tier1,Placed
5098,Male,ECE,8.3,0,72,80,0,1,0,35.6,23.1,2.6,73,3.8,Yes,Yes,0,None,NotPlaced
5099,Male,EEE,6.5,1,55,75,0,1,1,20.0,17.4,1.7,69,3.9,No,No,0,None,NotPlaced
5100,Male,CSE,8.4,0,74,83,1,3,0,70.0,48.2,8.3,90,4.7,Yes,Yes,3,Tier2,Placed
5101,Male,ECE,6.6,0,56,58,1,1,1,20.0,23.2,0.9,60,3.9,No,Yes,0,None,NotPlaced
5102,Male,CSE,8.4,0,72,82,2,2,2,61.7,51.1,4.3,85,4.8,Yes,No,0,None,NotPlaced
5103,Male,CSE,8.7,0,85,82,0,3,2,70.0,58.7,8.1,88,4.7,Yes,Yes,3,Tier1,Placed
5104,Male,ECE,8.3,0,86,86,1,3,2,73.1,52.5,6.7,90,4.7,Yes,Yes,3,Tier2,Placed
5105,Male,Mechanical,6.6,1,55,69,1,1,1,20.0,28.6,3.9,87,4.7,No,Yes,0,None,NotPlaced
5106,Male,Mechanical,6.7,2,84,82,2,3,2,30.6,9.5,7.7,82,4.8,Yes,No,1,Tier3,Placed
5107,Male,CSE,8.4,0,80,88,2,3,2,54.7,44.4,8.2,90,4.7,Yes,Yes,3,Tier2,Placed
5108,Male,IT,7.7,0,82,73,1,3,2,54.9,45.7,5.4,90,4.7,Yes,Yes,2,Tier2,Placed
5109,Female,ECE,7.6,1,55,64,1,1,0,30.1,10.9,3.1,67,3.8,No,No,0,None,NotPlaced
5110,Female,CSE,7.8,0,55,66,1,2,0,46.5,42.8,4.2,80,4.7,Yes,Yes,0,None,NotPlaced
5111,Female,EEE,8.1,0,79,84,1,3,2,57.0,46.6,7.7,90,4.8,Yes,Yes,1,Tier3,Placed
5112,Female,Mechanical,6.5,0,55,68,1,1,0,20.0,25.0,1.6,72,3.8,No,No,0,None,NotPlaced
5113,Male,Mechanical,7.2,0,79,61,0,2,1,26.2,41.4,4.2,78,4.4,No,Yes,0,None,NotPlaced
5114,Female,CSE,6.6,1,55,65,1,3,0,27.6,28.8,4.9,77,3.7,No,Yes,0,None,NotPlaced
5115,Male,CSE,7.5,0,79,81,1,3,2,52.9,51.8,5.3,78,4.7,Yes,Yes,0,None,NotPlaced
5116,Male,EEE,7.6,0,65,66,1,1,1,37.9,44.3,2.2,75,3.6,No,Yes,0,None,NotPlaced
5117,Male,ECE,8.6,0,75,86,0,3,2,60.0,54.0,6.7,90,4.8,Yes,Yes,2,Tier3,Placed
5118,Male,Mechanical,6.8,0,59,60,0,1,0,20.0,13.6,1.1,73,4.5,No,No,0,None,NotPlaced
5119,Female,CSE,7.4,0,55,70,2,1,0,37.9,20.4,0.3,78,3.6,No,No,0,None,NotPlaced
5120,Male,ECE,7.9,0,83,86,1,3,2,62.3,54.6,4.3,89,4.6,Yes,Yes,3,Tier2,Placed
5121,Male,ECE,8.0,0,64,85,1,3,2,64.2,49.0,7.5,81,4.8,Yes,No,0,None,NotPlaced
5122,Female,CSE,8.3,0,71,83,2,2,2,57.0,58.3,4.7,90,4.8,Yes,Yes,3,Tier2,Placed
5123,Male,ECE,7.8,1,80,81,0,2,0,46.9,36.1,4.4,79,4.5,Yes,No,0,None,NotPlaced
5124,Male,ECE,7.8,1,55,82,1,1,2,30.1,27.7,2.2,75,4.1,No,Yes,0,None,NotPlaced
5125,Female,CSE,7.7,0,58,59,0,1,0,31.0,18.3,3.0,65,4.6,No,No,0,None,NotPlaced
5126,Male,CSE,7.6,1,64,65,1,2,0,45.4,36.0,4.3,77,4.0,No,Yes,0,None,NotPlaced
5127,Male,ECE,8.0,0,55,62,1,1,0,32.6,21.5,1.6,69,3.6,No,No,0,None,NotPlaced
5128,Male,ECE,6.6,0,61,60,0,1,0,20.5,14.5,4.1,77,3.7,No,No,0,None,NotPlaced
5129,Male,Mechanical,7.7,0,73,63,1,1,0,43.6,36.8,2.4,74,4.1,Yes,Yes,0,None,NotPlaced
5130,Female,ECE,6.7,0,62,65,1,1,1,20.2,16.1,0.6,76,3.9,No,No,0,None,NotPlaced
5131,Male,CSE,7.7,0,55,57,0,1,0,27.2,46.6,3.1,73,4.3,Yes,No,1,Tier3,Placed
5132,Male,Civil,8.0,0,73,66,1,1,0,42.7,44.0,2.7,82,4.5,Yes,Yes,0,None,NotPlaced
5133,Male,Civil,6.6,0,55,66,0,1,1,20.0,28.8,2.9,68,4.1,No,Yes,0,None,NotPlaced
5134,Male,CSE,7.5,0,55,68,1,1,0,27.4,24.4,1.5,68,4.3,No,Yes,0,None,NotPlaced
5135,Female,EEE,8.0,0,80,88,2,3,2,63.1,53.1,6.8,90,4.4,Yes,Yes,4,Tier1,Placed
5136,Male,CSE,7.5,0,72,80,1,3,1,53.6,41.4,6.1,81,4.6,Yes,Yes,0,None,NotPlaced
5137,Male,CSE,6.5,0,76,88,0,1,0,20.0,42.9,3.8,88,4.3,Yes,Yes,2,Tier2,Placed
5138,Male,IT,7.4,2,55,68,2,1,1,37.7,32.5,2.1,78,4.3,No,No,0,None,NotPlaced
5139,Female,CSE,8.4,0,59,82,1,3,0,58.2,44.0,6.7,90,4.5,Yes,Yes,3,Tier2,Placed
5140,Female,EEE,7.5,1,55,72,1,1,0,28.3,20.3,1.9,72,4.1,No,No,0,None,NotPlaced
5141,Male,ECE,8.5,0,78,83,2,3,2,71.5,60.8,7.0,90,4.8,Yes,Yes,3,Tier1,Placed
5142,Male,Civil,6.6,1,62,79,0,2,0,20.6,32.9,3.6,79,4.2,Yes,No,0,None,NotPlaced
5143,Male,EEE,7.6,0,83,69,2,1,0,36.5,41.3,3.2,78,3.9,No,No,2,Tier2,Placed
5144,Female,IT,8.1,0,84,82,1,3,2,61.6,45.2,8.1,90,4.8,Yes,Yes,3,Tier2,Placed
5145,Male,ECE,8.8,0,77,83,1,3,2,71.6,52.0,7.0,90,4.8,Yes,Yes,3,Tier1,Placed
5146,Female,Civil,7.5,0,77,78,0,3,1,41.3,46.4,5.9,84,4.5,No,Yes,0,None,NotPlaced
5147,Male,EEE,7.9,0,76,72,1,3,0,63.3,68.5,6.0,82,4.5,Yes,Yes,0,None,NotPlaced
5148,Female,Mechanical,6.5,2,56,65,1,1,1,20.0,18.9,3.7,67,4.0,No,Yes,0,None,NotPlaced
5149,Male,Mechanical,8.7,0,73,84,2,3,2,81.8,75.0,8.5,90,4.8,Yes,Yes,3,Tier2,Placed
5150,Male,CSE,8.4,0,75,82,1,3,1,67.0,42.9,7.4,86,4.5,Yes,Yes,0,None,NotPlaced
5151,Male,EEE,7.4,0,55,70,1,1,0,28.1,18.9,2.8,66,4.4,No,No,0,None,NotPlaced
5152,Male,Mechanical,8.1,0,57,77,2,3,2,59.9,41.7,8.2,87,3.9,Yes,Yes,0,None,NotPlaced
5153,Female,Civil,6.5,1,59,70,1,2,0,20.0,24.0,5.0,74,3.4,No,No,0,None,NotPlaced
5154,Female,CSE,7.7,1,58,72,1,1,2,33.3,29.5,1.1,85,3.6,No,No,2,Tier2,Placed
5155,Female,ECE,6.5,0,55,71,1,1,0,20.0,22.7,1.7,75,4.1,No,No,0,None,NotPlaced
5156,Male,EEE,7.1,1,59,62,0,1,0,23.0,32.2,2.5,70,3.8,No,Yes,0,None,NotPlaced
5157,Male,CSE,8.1,0,67,84,0,3,2,54.5,40.8,7.2,87,4.2,Yes,Yes,4,Tier1,Placed
5158,Female,ECE,7.8,0,81,85,2,1,2,42.8,38.8,3.8,90,4.7,Yes,No,1,Tier3,Placed
5159,Male,CSE,8.2,0,70,82,1,2,2,54.6,34.5,5.6,78,4.1,Yes,Yes,0,None,NotPlaced
5160,Male,ECE,7.4,0,63,72,1,1,0,33.4,39.2,2.2,72,3.6,No,Yes,0,None,NotPlaced
5161,Male,IT,8.2,0,83,64,1,1,0,50.2,50.0,0.0,68,4.0,No,Yes,0,None,NotPlaced
5162,Male,ECE,7.8,0,55,67,1,2,2,40.1,37.8,5.2,76,4.4,No,Yes,0,None,NotPlaced
5163,Male,IT,7.6,0,78,71,2,1,1,38.6,33.6,2.8,63,4.8,No,Yes,3,Tier2,Placed
5164,Male,ECE,7.9,0,79,80,1,2,0,55.1,41.9,7.1,82,4.7,Yes,Yes,0,None,NotPlaced
5165,Male,IT,6.5,1,82,82,1,3,1,22.4,12.3,6.5,86,4.5,Yes,Yes,1,Tier3,Placed
5166,Female,CSE,6.6,1,77,84,1,3,2,31.4,32.1,5.2,85,4.7,Yes,Yes,2,Tier2,Placed
5167,Male,CSE,7.9,0,70,83,1,3,2,56.1,53.4,6.8,90,3.6,Yes,Yes,3,Tier1,Placed
5168,Male,CSE,8.8,0,82,81,2,3,2,77.2,77.8,7.5,84,4.3,Yes,Yes,4,Tier1,Placed
5169,Male,ECE,8.2,1,79,85,2,3,1,76.0,58.2,6.6,90,4.7,Yes,Yes,1,Tier3,Placed
5170,Female,EEE,7.6,0,76,63,2,1,1,40.2,37.9,3.4,84,4.5,No,No,0,None,NotPlaced
5171,Male,CSE,8.4,0,76,88,2,3,2,79.6,72.7,6.3,90,4.8,Yes,Yes,2,Tier2,Placed
5172,Male,CSE,8.2,0,60,69,1,1,1,47.0,49.1,1.9,78,3.6,No,Yes,0,None,NotPlaced
5173,Male,EEE,7.5,0,55,72,1,2,0,43.3,31.7,3.8,71,4.7,No,Yes,0,None,NotPlaced
5174,Male,IT,7.7,0,76,84,1,3,3,50.1,40.2,9.8,82,4.4,Yes,Yes,1,Tier3,Placed
5175,Male,Civil,7.6,0,55,75,2,2,0,45.2,35.0,3.1,84,4.1,No,Yes,0,None,NotPlaced
5176,Female,EEE,7.4,1,55,68,1,1,0,33.0,22.8,2.6,77,4.1,No,Yes,0,None,NotPlaced
5177,Female,IT,7.4,2,67,79,1,1,0,33.1,42.1,1.8,79,4.0,Yes,Yes,1,Tier3,Placed
5178,Male,IT,7.4,1,74,87,2,3,2,55.0,47.1,7.3,90,4.6,Yes,No,3,Tier1,Placed
5179,Male,ECE,6.5,0,61,61,0,1,1,20.0,19.4,1.0,67,3.1,No,No,0,None,NotPlaced
5180,Female,CSE,7.3,0,78,69,0,2,1,25.3,26.8,6.1,79,4.2,Yes,No,0,None,NotPlaced
5181,Male,CSE,7.7,1,55,73,1,1,0,33.0,29.8,3.9,70,4.8,Yes,Yes,0,None,NotPlaced
5182,Female,CSE,8.2,0,83,82,1,3,2,67.2,53.0,7.3,86,4.6,Yes,No,1,Tier3,Placed
5183,Male,EEE,8.4,0,86,84,2,3,2,62.2,45.5,5.6,90,4.8,Yes,Yes,2,Tier2,Placed
5184,Female,ECE,6.9,0,55,67,1,1,1,22.5,36.4,1.9,90,3.9,No,No,0,None,NotPlaced
5185,Female,CSE,8.1,0,72,87,2,2,2,57.4,42.5,4.7,76,4.3,Yes,Yes,3,Tier2,Placed
5186,Female,ECE,7.7,0,65,68,0,1,0,36.2,24.6,2.8,74,3.7,No,No,0,None,NotPlaced
5187,Female,ECE,6.5,1,81,84,0,3,2,26.1,25.3,6.1,85,4.6,Yes,Yes,1,Tier3,Placed
5188,Male,ECE,7.6,0,78,79,0,3,2,42.7,54.2,7.2,78,4.8,No,Yes,3,Tier1,Placed
5189,Female,CSE,8.1,0,55,67,1,2,0,49.5,34.7,5.0,74,4.2,No,Yes,0,None,NotPlaced
5190,Male,EEE,7.4,0,63,63,0,1,0,23.4,29.3,1.6,80,4.3,Yes,Yes,0,None,NotPlaced
5191,Male,Civil,7.4,1,70,70,0,1,0,28.9,25.5,1.8,80,3.4,No,No,0,None,NotPlaced
5192,Female,CSE,7.4,2,60,73,1,1,0,20.0,22.0,1.9,67,4.1,No,Yes,0,None,NotPlaced
5193,Female,IT,6.5,0,58,72,1,2,0,21.8,28.9,5.0,70,3.4,No,No,0,None,NotPlaced
5194,Female,CSE,8.1,0,61,84,1,2,1,48.6,27.6,4.3,81,4.7,Yes,Yes,0,None,NotPlaced
5195,Male,IT,6.5,1,74,82,0,1,2,20.0,14.0,2.2,80,4.1,No,Yes,0,None,NotPlaced
5196,Female,IT,7.8,0,55,62,1,2,0,48.7,48.9,5.1,84,4.5,No,No,0,None,NotPlaced
5197,Female,EEE,8.3,0,89,68,1,1,2,40.7,37.2,3.3,88,3.8,Yes,Yes,4,Tier1,Placed
5198,Male,Mechanical,7.7,0,82,81,2,3,3,56.9,48.9,5.1,82,4.5,Yes,Yes,3,Tier2,Placed
5199,Male,CSE,7.5,1,65,80,1,3,0,49.8,47.9,6.5,82,4.8,Yes,Yes,0,None,NotPlaced
5200,Male,ECE,6.5,1,71,72,0,1,0,20.0,13.1,2.9,69,3.6,No,Yes,0,None,NotPlaced
5201,Male,EEE,6.9,0,59,86,1,3,0,36.4,41.6,7.8,85,4.4,Yes,Yes,1,Tier3,Placed
5202,Female,ECE,8.0,0,58,70,0,1,0,31.9,36.4,0.0,83,3.3,No,Yes,0,None,NotPlaced
5203,Male,IT,7.7,0,63,70,0,1,0,26.7,27.3,2.2,74,3.8,No,No,0,None,NotPlaced
5204,Female,CSE,7.6,0,82,83,1,2,0,36.1,36.3,5.9,81,4.7,Yes,Yes,0,None,NotPlaced
5205,Female,ECE,7.3,0,59,68,1,1,0,31.8,37.5,2.5,66,3.7,No,No,0,None,NotPlaced
5206,Male,ECE,7.4,0,55,66,0,1,0,25.4,20.1,2.7,79,4.0,No,Yes,0,None,NotPlaced
5207,Female,EEE,7.8,0,63,84,2,3,2,59.7,54.5,9.1,82,4.2,Yes,Yes,3,Tier2,Placed
5208,Male,EEE,8.6,0,64,64,1,1,2,46.5,53.1,3.0,73,3.8,Yes,No,0,None,NotPlaced
5209,Female,CSE,6.5,1,55,69,0,1,0,20.0,26.8,2.3,85,3.9,No,No,0,None,NotPlaced
5210,Male,CSE,8.6,0,81,82,1,3,2,74.2,57.9,6.1,86,4.7,Yes,Yes,4,Tier1,Placed
5211,Female,Mechanical,6.9,0,73,82,2,1,2,20.0,40.1,2.4,84,4.7,Yes,Yes,0,None,NotPlaced
5212,Male,ECE,7.5,0,83,81,1,1,2,30.3,30.6,2.7,84,4.8,Yes,No,0,None,NotPlaced
5213,Male,Mechanical,7.5,0,64,66,1,1,0,25.1,35.5,2.8,75,4.0,No,Yes,0,None,NotPlaced
5214,Female,CSE,6.5,1,60,69,0,2,1,20.0,16.5,3.3,65,4.4,No,No,0,None,NotPlaced
5215,Male,ECE,7.4,0,55,60,1,2,0,34.5,38.8,5.2,68,4.2,No,Yes,0,None,NotPlaced
5216,Male,ECE,7.5,0,55,63,1,2,1,42.9,32.5,2.9,76,3.8,No,No,0,None,NotPlaced
5217,Male,Mechanical,7.8,0,70,80,0,1,1,34.8,34.6,2.6,85,4.3,No,No,3,Tier2,Placed
5218,Female,CSE,7.7,0,82,88,0,3,1,54.5,40.7,6.6,82,4.1,No,Yes,2,Tier2,Placed
5219,Male,CSE,8.5,0,55,80,2,2,1,65.7,68.7,5.3,83,4.3,Yes,No,0,None,NotPlaced
5220,Male,ECE,7.4,0,79,82,2,2,0,45.7,37.8,5.0,84,4.3,No,Yes,0,None,NotPlaced
5221,Male,Mechanical,8.0,0,58,63,1,1,1,40.2,25.6,1.3,70,4.6,No,Yes,0,None,NotPlaced
5222,Male,Mechanical,7.5,1,55,67,1,1,1,27.5,26.1,1.5,68,4.3,No,No,0,None,NotPlaced
5223,Male,Civil,6.6,0,62,68,0,1,1,20.0,25.0,1.0,75,3.2,No,No,0,None,NotPlaced
5224,Male,Civil,7.7,1,58,67,0,2,0,46.2,39.0,4.0,76,3.7,No,Yes,0,None,NotPlaced
5225,Male,CSE,8.9,0,79,87,2,3,2,85.5,61.1,6.9,86,4.8,Yes,Yes,4,Tier1,Placed
5226,Male,CSE,8.3,1,66,68,1,3,2,65.7,61.7,7.9,82,4.7,Yes,Yes,2,Tier3,Placed
5227,Male,CSE,7.2,0,62,72,1,1,0,22.1,31.9,2.4,71,4.3,No,No,0,None,NotPlaced
5228,Female,IT,8.2,0,70,84,2,3,2,73.7,46.5,7.7,90,4.8,Yes,Yes,1,Tier3,Placed
5229,Male,Mechanical,7.1,0,58,64,1,1,1,27.9,19.0,1.8,72,3.2,No,No,0,None,NotPlaced
5230,Male,Mechanical,6.9,0,55,66,0,1,0,26.1,23.9,2.4,77,3.7,No,Yes,0,None,NotPlaced
5231,Female,CSE,7.7,0,55,84,1,1,1,31.2,25.2,4.8,84,4.2,Yes,Yes,0,None,NotPlaced
5232,Male,ECE,8.6,0,82,84,0,3,2,70.3,60.7,5.7,81,4.8,Yes,Yes,1,Tier3,Placed
5233,Female,Civil,7.4,0,55,67,1,1,1,33.7,44.4,1.2,68,4.1,Yes,Yes,0,None,NotPlaced
5234,Male,IT,8.4,0,63,82,2,1,0,54.3,43.1,3.6,90,4.8,Yes,Yes,0,None,NotPlaced
5235,Male,CSE,8.3,0,80,85,1,3,2,71.8,70.7,6.2,87,4.7,Yes,Yes,4,Tier1,Placed
5236,Male,ECE,7.4,0,69,74,1,3,0,49.0,29.8,5.6,81,3.7,Yes,Yes,0,None,NotPlaced
5237,Female,IT,8.4,0,71,65,1,1,2,46.3,43.3,2.5,80,4.8,No,No,2,Tier2,Placed
5238,Female,ECE,7.7,0,64,68,0,1,2,31.4,25.0,2.0,86,4.5,Yes,Yes,0,None,NotPlaced
5239,Male,ECE,6.6,0,58,68,1,1,1,20.0,23.8,3.5,66,4.2,No,Yes,0,None,NotPlaced
5240,Male,CSE,7.5,0,55,64,0,2,0,33.7,17.5,4.2,88,4.2,No,No,2,Tier2,Placed
5241,Female,Civil,8.6,0,62,66,1,1,3,58.5,37.1,2.8,71,3.9,Yes,No,1,Tier3,Placed
5242,Male,ECE,8.4,1,78,87,1,3,0,71.9,62.2,6.2,90,4.6,Yes,Yes,2,Tier2,Placed
5243,Male,IT,8.6,0,81,69,2,3,2,77.1,56.1,7.2,80,4.4,Yes,Yes,2,Tier2,Placed
5244,Female,Mechanical,8.8,0,75,84,1,3,2,71.2,55.2,5.4,88,4.7,Yes,Yes,3,Tier2,Placed
5245,Female,CSE,8.6,0,58,72,1,1,0,56.9,60.7,0.0,69,4.7,No,Yes,0,None,NotPlaced
5246,Male,CSE,8.4,0,55,82,0,2,3,57.6,49.0,3.4,84,4.4,Yes,Yes,4,Tier1,Placed
5247,Female,Mechanical,7.3,0,55,72,0,1,0,20.0,27.7,3.1,72,4.0,No,No,0,None,NotPlaced
5248,Female,CSE,7.5,0,59,63,0,1,0,28.6,20.1,1.1,68,3.6,No,No,0,None,NotPlaced
5249,Male,EEE,8.4,0,73,74,1,1,1,50.0,31.8,1.6,84,4.2,Yes,No,0,None,NotPlaced
5250,Male,CSE,8.1,0,76,69,1,2,1,57.8,46.6,4.9,75,4.2,Yes,No,0,None,NotPlaced
5251,Male,CSE,8.3,0,70,83,0,2,2,53.9,33.3,7.2,83,4.3,Yes,Yes,3,Tier2,Placed
5252,Female,ECE,6.9,2,62,66,1,1,1,23.4,16.8,3.1,67,3.9,No,Yes,0,None,NotPlaced
5253,Female,CSE,8.1,0,55,69,0,2,1,45.6,40.6,3.2,75,4.1,No,Yes,2,Tier2,Placed
5254,Male,EEE,7.5,0,61,66,0,1,0,28.0,24.6,1.2,66,3.7,No,Yes,0,None,NotPlaced
5255,Female,EEE,7.4,0,57,63,0,1,0,30.7,29.7,1.2,61,3.7,No,Yes,0,None,NotPlaced
5256,Male,Mechanical,7.8,1,64,72,1,3,3,54.7,50.7,6.1,84,3.9,Yes,Yes,0,None,NotPlaced
5257,Male,EEE,8.2,0,63,77,2,2,0,60.9,41.0,5.5,88,4.1,Yes,Yes,0,None,NotPlaced
5258,Male,IT,6.5,1,67,65,1,1,0,20.0,13.8,1.7,81,4.2,No,Yes,0,None,NotPlaced
5259,Male,EEE,7.8,0,62,68,0,2,0,41.7,19.2,2.9,83,4.8,No,No,0,None,NotPlaced
5260,Female,ECE,8.3,0,57,69,0,2,1,41.9,33.6,3.7,80,3.9,Yes,Yes,0,None,NotPlaced
5261,Male,EEE,7.4,0,55,75,1,2,2,36.4,38.4,6.3,78,4.5,No,Yes,0,None,NotPlaced
5262,Female,EEE,7.5,0,55,68,1,2,1,41.3,46.9,4.7,67,3.8,No,Yes,0,None,NotPlaced
5263,Male,EEE,6.5,0,59,76,1,1,1,20.0,21.3,1.1,64,4.1,No,Yes,0,None,NotPlaced
5264,Male,ECE,6.6,0,72,69,1,2,0,20.0,31.9,5.2,77,4.1,No,Yes,0,None,NotPlaced
5265,Female,ECE,7.7,0,75,77,1,2,0,46.9,43.2,3.8,81,3.9,Yes,Yes,0,None,NotPlaced
5266,Male,IT,8.3,0,77,83,2,3,2,77.3,63.1,6.9,90,4.8,Yes,Yes,3,Tier2,Placed
5267,Male,IT,6.7,0,58,66,1,1,0,20.0,15.1,1.8,67,4.2,No,No,0,None,NotPlaced
5268,Male,ECE,8.2,0,83,87,2,3,2,60.3,31.2,7.2,90,4.8,Yes,Yes,3,Tier2,Placed
5269,Female,CSE,7.6,0,55,83,1,1,1,36.4,41.9,2.1,74,4.4,Yes,No,0,None,NotPlaced
5270,Male,CSE,8.8,0,78,81,2,3,2,74.0,58.9,7.1,84,4.8,Yes,Yes,3,Tier1,Placed
5271,Male,CSE,6.9,0,80,78,1,3,0,32.9,42.2,5.3,90,3.8,Yes,Yes,3,Tier2,Placed
5272,Male,ECE,8.6,0,81,67,0,1,1,54.6,38.5,2.6,88,4.2,Yes,Yes,0,None,NotPlaced
5273,Male,IT,8.4,0,73,85,1,3,0,76.4,79.9,7.3,78,3.7,No,Yes,3,Tier2,Placed
5274,Female,Mechanical,6.5,1,55,65,1,1,0,20.0,18.8,4.0,76,4.5,Yes,Yes,2,Tier3,Placed
5275,Male,ECE,6.8,0,60,59,1,2,0,23.3,17.2,4.3,71,4.3,Yes,Yes,0,None,NotPlaced
5276,Male,ECE,8.1,1,88,87,0,3,2,53.8,42.5,5.5,73,4.2,Yes,Yes,2,Tier2,Placed
5277,Male,IT,8.2,0,60,60,1,1,1,44.3,39.7,0.0,81,4.8,No,Yes,2,Tier2,Placed
5278,Male,EEE,7.4,0,72,66,1,2,1,48.7,39.7,5.6,68,4.2,Yes,Yes,0,None,NotPlaced
5279,Female,ECE,6.5,0,66,69,1,2,0,20.0,17.6,5.3,86,4.4,Yes,Yes,2,Tier2,Placed
5280,Male,Civil,7.5,0,85,85,1,3,3,47.1,26.6,7.4,89,4.4,Yes,Yes,2,Tier2,Placed
5281,Female,Mechanical,8.4,0,81,71,1,2,0,67.1,47.8,5.7,81,4.1,No,Yes,2,Tier3,Placed
5282,Male,EEE,8.0,0,77,83,2,3,2,66.9,63.5,7.2,90,4.8,Yes,Yes,2,Tier2,Placed
5283,Male,Mechanical,8.1,0,78,83,1,3,0,65.9,47.0,7.2,88,4.5,Yes,Yes,3,Tier2,Placed
5284,Female,IT,8.2,0,69,86,1,1,2,42.5,23.8,1.6,87,4.3,Yes,No,0,None,NotPlaced
5285,Male,ECE,7.5,0,55,71,1,1,1,30.3,18.3,3.6,61,4.4,No,Yes,0,None,NotPlaced
5286,Female,Mechanical,6.5,0,59,57,1,1,0,20.0,20.2,1.8,77,4.1,No,No,0,None,NotPlaced
5287,Female,EEE,6.5,1,55,65,1,1,0,20.0,14.3,1.2,71,3.6,No,No,0,None,NotPlaced
5288,Male,Mechanical,7.9,0,75,86,0,3,0,58.1,46.5,7.2,90,4.4,Yes,No,3,Tier2,Placed
5289,Male,EEE,7.8,0,57,67,1,1,0,36.0,24.3,4.0,61,4.1,No,No,0,None,NotPlaced
5290,Female,Civil,7.3,0,55,85,2,3,0,48.2,49.9,8.1,90,4.4,No,Yes,1,Tier3,Placed
5291,Male,IT,7.6,0,80,79,1,2,1,41.4,40.2,4.0,81,4.8,Yes,Yes,0,None,NotPlaced
5292,Male,EEE,8.1,0,79,83,2,3,2,58.3,66.7,8.2,90,4.8,Yes,Yes,3,Tier2,Placed
5293,Male,EEE,6.9,1,60,65,1,1,0,20.0,17.9,2.3,77,3.4,No,No,0,None,NotPlaced
5294,Male,ECE,8.4,0,88,84,0,3,2,65.9,52.0,8.0,90,4.8,Yes,Yes,2,Tier3,Placed
5295,Female,IT,6.7,0,56,67,1,1,0,20.0,29.8,2.3,70,3.9,No,Yes,0,None,NotPlaced
5296,Male,EEE,7.8,0,61,81,1,3,1,55.5,49.2,7.6,80,4.8,Yes,No,0,None,NotPlaced
5297,Male,Mechanical,8.2,0,80,86,0,3,2,51.5,36.1,8.3,84,4.0,Yes,Yes,4,Tier1,Placed
5298,Male,CSE,8.3,0,80,67,2,3,0,69.3,60.3,5.3,82,4.6,Yes,Yes,2,Tier2,Placed
5299,Male,ECE,8.1,0,79,84,1,3,0,58.2,51.1,7.4,80,4.7,Yes,Yes,2,Tier2,Placed
5300,Male,ECE,6.6,1,64,70,1,1,0,20.0,6.0,1.8,71,4.5,Yes,Yes,1,Tier3,Placed
5301,Female,Civil,6.5,0,76,87,1,3,0,33.0,25.6,6.5,86,4.3,Yes,Yes,0,None,NotPlaced
5302,Male,IT,7.7,0,82,82,1,2,2,49.2,43.1,5.0,79,4.8,Yes,Yes,0,None,NotPlaced
5303,Female,CSE,8.2,0,74,82,2,1,0,47.2,52.0,2.0,82,4.6,Yes,Yes,1,Tier3,Placed
5304,Female,IT,7.6,0,83,87,2,2,0,46.9,45.0,4.4,73,4.4,Yes,Yes,3,Tier2,Placed
5305,Male,ECE,7.6,0,71,82,1,2,0,43.2,33.7,3.6,89,4.5,Yes,Yes,0,None,NotPlaced
5306,Male,CSE,8.2,0,77,85,2,3,2,58.9,43.7,6.4,90,4.8,Yes,Yes,2,Tier2,Placed
5307,Male,EEE,6.5,1,60,67,0,2,0,20.0,28.2,4.5,87,3.3,No,No,0,None,NotPlaced
5308,Male,Civil,7.4,1,60,69,1,1,1,37.4,12.9,3.9,68,4.3,Yes,No,2,Tier3,Placed
5309,Female,Mechanical,7.7,0,81,83,2,3,0,52.7,37.7,6.2,81,4.8,Yes,Yes,0,None,NotPlaced
